Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
Terra GmbH,https://www.terrabozen.com/,"Fresh Produce, Fresh fruits",s.schnarf@terragroup.it,"Your ideal partner for the European retail!
If you are a producer looking for a reliable partner who cultivates long-term relationships and helps you optimise the sales of your products, there is no alternative to Terra!
We are a supplier of fruit, vegetables, citrus fruits and herbs with headquarters in Bolzano and a logistics platform in Verona. Whether organic, Demeter or conventional products, we supply our retail customers exclusively with top-quality products. Quality Management includes agronomists and external partners to ensure quality monitoring throughout the entire supply chain. 
In 24 hours we transport your products from the field to the platforms of major European players thanks to efficient logistics. 
Know-how, passion and responsibility that you can feel! Over 90 years of experience.
Are you interested in becoming our producer and have IFS and Global Gap certification?
Contact us to make an appointment!",ITA,Bolzano,Bolzano,8E17,P08,
TERRALLANA NATURAL,https://www.terrallananatural.com,,terrallana@gmail.com,,ESP,Toledo,Quintanar,5C09,P05,
TEX - TECHNICAL CONVERTING PAPER S.A.,https://www.t-e-x.eu,"Auxiliary Industry, Packaging and labelling",exports@t-e-x.gr,,GRC,,32009-Schimatari Viotias,10F21,P10,
TEXTILES AGRICOLAS,https://www.grupotextiles.com/,"Auxiliary Industry, Preharvest",ventas@grupotextiles.com.mx,"Somos una empresa progresista, inspirada en normas internacionales de calidad, contamos con mas de 50 años de experiencia en la fabricación de malla y plásticos agrpicolas, así como malla sombra residencial.
Durante años nos hemos esforzado continuamente en mejorar la calidad y servicio, para que nuestros clientes queden 100% satisfechos, teniendo participación en el mercado nacional e internacional.",MEX,GUANAJUATO,38114 Celaya,8E27,P08,
THADER CIEZA S.C.L.,https://www.thadercieza.com,"Fresh Produce, Fresh fruits, Fresh vegetables",carmen@thadercieza.com,Thader Cieza es la primera cooperativa de fruta de hueso de la Región de Murcia. Se fundó en 1973 y cuenta con más de 100 socios productores.,ESP,Murcia,Cieza,7B02,P07,
THE CLIMATE BOX,,,gabriel.usera@theclimatebox.com,,URY,,11400-Montevideo,1A11,P01,
The Fruit Company S.A.L.,,,info@tfcleb.com,,LBN,,1552-Beirut,2C07,,
The Golden Products,,,diego@thegoldenproducts.com,,CRI,,21013-San Carlos,4C18,,
THE INT. CO. FOR PACK. & REF. -MOUGHRABI,,"Fresh Produce, Fresh fruits, Fresh vegetables",mona.elmassry@moughrabi.com,,EGY,,12588 Giza,2A21,P02,
"THE NATURAL HAND, SL",https://www.thenaturalhand.com,"Fresh Produce, Fresh fruits",m.luz@thenaturalhand.com,,ESP,Valencia,Albal,3D03,P03,
The Rainforest Alliance,https://www.rainforest-alliance.org/about/,,elopez@ra.org,"The Rainforest Alliance is an international non-profit organization working at the intersection of business, agriculture, and forests to make responsible business the new normal. We are building an alliance to protect forests, improve the livelihoods of farmers and forest communities, promote their human rights, and help them mitigate and adapt to the climate crisis.",NLD,,AMSTERDAM,6C12,,
the Royal NNZ Group bv,https://www.nnz.com,"Auxiliary Industry, Packaging and labelling",pdouwes@nnz.nl,"About us
NNZ is an international company specialising in packaging for customers in the fruit and vegetable sector and industry. The family business has steadily developed into an organization with a headquarter in Groningen (The Netherlands), €195 million revenue, 250 employees, a global network of partners and 24 branches in Europe, United States, Canada and Africa.  Let us develop packaging that simply fulfill your needs!
The passion for our sustainability journey is carried through the entire organization. Our products protect content, prevent food waste and we are proud of that. A sustainability journey is only viable if we collaborate toward our common goals throughout the supply chain.
 
Reshaping, true co-operation and customised solutionsNNZ wants to create inspired packaging solutions for the shared success of our customers, suppliers and employees. We offer our customers fast, responsive customised services and advice. As independent advisor with a broad portfolio and knowledge about environmental impact of different packaging options we are a perfect partner to develop a sustainable packaging portfolio that fits your sustainable packaging strategy.
Customized solutions
We know that your success is our success, we reshaped our processes making it possible to give you the best advice when creating your packaging solution. Our process is best described as co-creation. Together with you, we will sort out all details to come up with the best solution. Can it be made re-usable or recyclable? We do the research, we do the thinking, we re-invent and re-design to come up with new creative solutions. In our process we source the right materials, we dive into the best possible production location to fulfil your needs and before we start production we give insight in the environmental impact of the choices you make. We developed some neat packaging solutions!
True cooperation
Part of our DNA is our true believe that close co-operation based upon respect, openness and honesty are the most important values when working together.
The packaging network:When developing innovative packaging solutions for our customers, we are building upon trust. Together with our suppliers we are using our extensive knowledge, experience and creativity for creating packaging solutions that fulfill our customer’s needs. We are always working in close cooperation with our customers when designing solutions that fit seamlessly in their packaging strategies. Together with our suppliers we are using state of art materials, technologies and production facilities to deliver as promised. On time, every time. Meet the packaging network.
The passion and value of the packaging network:We nurture and build long-lasting relationships with our customers, suppliers and employees. You can feel that right from the start. The openness, the team spirit, the passionate drive to help and deliver. That is what true cooperation means to us.
Reshaping
Reshaping is in our DNA and has two distinct meanings for NNZ. First there is our drive to continuously adapt and reshape the NNZ organisation. Only that way we can fulfil the needs of our customers, suppliers and employees. Not just today, but also in the future. Secondly reshaping is needed for developing new innovative packaging solutions to protect your products even better while in the meantime minimizing the environmental impact for a better world. We believe we should take good care and work in close harmony with our employees, customers and partners. Only by adapting our organization continuously we can live up to that promise. Reshaping is at the heart of our company. At NNZ we promote inclusive and sustainable growth and we are building a resilient infrastructure promoting sustainable industrialization. Meeting the needs of the current generation is just as important as meeting the needs of future generations. We are now reshaping packaging for almost 100 years and that is something we’ll never change.",NLD,Groningen,Groningen,8D25,P08,
THMARCO FOR EXPORTING FRUITS,,"Fresh Produce, Fresh fruits",thmarco.co@gmail.com,,EGY,,12511-Cairo,2D10,P02,
TIERRA DE SABOR,https://www.tierradesabor.es,"Fresh Produce, Organisms and associations",ferias@tierradesabor.es,"«Tierra de Sabor» es el corazón de Castilla y León, una región que mira y mima a su entorno natural, denominador común de su riqueza, una suma de esfuerzos que nos permite crear una marca de dimensión nacional, ocupar un espacio único de productos que tienen tradición, historia y nombre y apellidos de los productores de las materias primas con los que están elaborados, ofreciendo una respuesta conjunta a los profesionales y compradores que exigen conocer al detalle aquello que adquieren y consumen. Quince años después de iniciar su camino, «Tierra de Sabor» se ha convertido en una gran despensa para toda España.",ESP,Valladolid,Valladolid,7B16,P07,
TIFANETTE,,"Fresh Produce, Fresh fruits",fx@tifanette.fr,,FRA,,10190 Dierrey St. Julien,6B13,P06,
TIMAC AGRO,https://www.timacagro.es,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",naiara.pascal@timacagro.es,,ESP,Navarra,Orcoyen,9D28,P09,
TIVE,,"Fresh Food Logisitcs, Temperature control systems for cold chain ttes,",lholmes@crt.la.gov,,USA,,70804-Baton Rouge,4A05,P04,
"TJ AGRICULTURA, S.L.",,,faus@tjagricultura.com,,ESP,Cuenca,Quintanar del Rey,5B11A,P05,
TNF CARBOCALIDAD,https://www.tnfcarbocalidad.eu,"Ecorganic Market, Auxiliary Industry",,,ESP,Castellón,Cabanes,8C07A,P08,
TOKAS OLYMP FRUITS,https://www.tokasolympfruits.com,,info@tokasoe.cosmotemail.gr,,GRC,,60150-KATERINI,10B09,,
TOKITA SEMENTI ITALIA,,"Auxiliary Industry, Seeds",carlo.vittucci@tokitasementi.it,,ITA,,Forli,7E28,P07,
TOLEDANO HORTICOLA S.L.,https://www.toledanofresh.com,"Fresh Produce, Fresh vegetables",muriana@muriana.es,,ESP,Almería,Adra,9C15A,P09,
TOMRA FOOD,https://WWW.TOMRA.COM/EN/SORTING/FOOD,"Auxiliary Industry, Postharvest",nina.denies@tomra.com,,BEL,,Leuven,10D25,P10,
TOMSPRING- TOMATES LIS,,"Fresh Produce, Fresh vegetables",calidad@tomateslis.com,,ESP,Alicante,Alicante,5B04,P05,
TOP FRUITS,,,sce@saintcharlesinternational.fr,"Créée au Marché International de Saint Charles à Perpignan, Top-Fruits est une entreprise reconnue depuis plus de 25 ans dans le commerce de fruits et de légumes frais, grâce au travail passionné de trois générations. Avec une équipe jeune et dynamique, Top-Fruits a su s'adapter aux changements du commerce en termes de qualité, de rentabilité et de sécurité alimentaire.
Pour répondre davantage à la demande et aux besoins de nos clients, Top-Fruits a considérablement élargi sa gamme. Ainsi, grâce à nos fournisseurs de toutes les procédures géographiques, Top-Fruits offre tant de produits envasés sous forme de granulés préenvasés, en culture conventionnelle et écologique.",FRA,,Saint Charles International BP 85407,6C15,P06,
TOP PLANT VIVAI SOC. AGR.,,"Fresh Produce, Nurseries",mazzon.enrico@vivaitopplant.it,,ITA,,37047 San Bonifacio VR,3A02A,P03,
TopControl GmbH,https://www.topcontrol.it,"Auxiliary Industry, Packaging and labelling",marketing@topcontrol.it,"TopControl is one of the world‘s leading providers of innovative automation and process optimisation solutions in the food industry. We plan, develop and implement customised solutions for production and logistics control, particularly in the fruit and vegetable sector. The product portfolio ranges from intelligent system scales and labelling solutions to complete, sophisticated packaging lines including software solutions that guarantee maximum ease of use.
Technical innovation is a top priority at TopControl. Both devices and software are developed, designed, programmed and produced in-house. Everything starts with the customer‘s requirements. Our aim is to develop innovative ideas with a technical edge for our customers that lead to an improvement and greater efficiency in production processes.
Your project in good hands
As a customer, you can expect well thought-out planning of your packaging system and smooth project realisation. We offer you customised and reliable project support, regardless of the size and complexity of your project. This is because TopControl takes a holistic approach and considers all the factors that are important for the success of your project. We look beyond the standard solution. In this way, we ensure that your project can be handled efficiently as a complete solution.
Our solutions for greater productivity and efficiency in your company‘s processes
Many steps are necessary before your food reaches the consumer. Firstly, the produce is harvested, sorted and weighed, and in some cases stored. The products have to be labelled and packaged for sale. We have developed innovative hardware and software solutions for the food industry in order to save time in all these steps, optimise staff deployment and, above all, reduce giveaway - the goods that you give away due to inaccurate weighing. We know that no two companies are the same in terms of their requirements, which is why we customise our holistic solutions to your company and thus meet all your needs. Our customers include large companies, SMEs, but also small and family businesses, which we support with our state-of-the-art technology by increasing productivity and reducing costs.",ITA,BZ,Terlan,8E30,P08,
TOPRAQ,,"Innova&Tech, Smart Agro",gunseli.bayir@topraq.ai,,TUR,,34775-Istanbul,1C02,P01,
TORREMESA S.A,,"Fresh Produce, Fresh fruits",cristobal.diaz2567@gmail.com,,ESP,Cádiz,Rota,9G09A,P09,
TORRES FRESH,,"Fresh Produce, Fresh fruits",salvo@torrestropical.com,,NLD,,Barendrecht,4B26,P04,
TORRIBAS,https://www.torribas.es,"Fresh Produce, Fresh vegetables",borja@torribas.es,,ESP,Barcelona,Barcelona,10D12,P10,
TOTAL PRODUCTS & EXPORT S.A,,"Fresh Produce, Fresh fruits",manuel@total-products.com,,CRI,,Costarricense,4E27,P04,
TOURAINE PRIMEUR ESTIVIN,,"Fresh Produce, Fresh fruits",benjamin.laribi@estivin.fr,,FRA,,37000 Tours,6B13C,P06,
TRANSPORTE XXI,https://www.transportexxi.com,"Fresh Food Logisitcs, Media",c.bouza@grupoxxi.com,"TRANSPORTE XXI apareció en el mercado en 1992 con el objetivo de poner el periodismo profesional al servicio del sector del transporte de mercancías en España. Después de mas de 30 años de edición quincenal continuada, el periódico se ha convertido en la publicación de referencia por la exclusividad de sus contenidos y los trabajos de análisis e investigación que desarrolla a lo largo del año. ",ESP,Vizcaya,Bilbao,4B00B,P04,
TRANSPORTES PENADES E HIJOS SL,http://www.transpenades.es/,,marta.penades@transpenades.com,"Somos una empresa especializada en el transporte frigorífico de alimentos. Fundada en 1987, nos caracteriza nuestro trato cercano con el cliente y nuestro compromiso con la excelencia y calidad de nuestros servicios.
Nuestra larga experiencia en el sector, nos ha llevado no sólo a entender las necesidades de nuestros clientes, sino también a contribuir a la expansión nacional e internacional de sus empresas.
Actualmente nos encontramos en pleno proceso de expansión: estamos ampliando nuestras instalaciones  de almacenaje y carga hasta 60.000 m2. Contamos además, con una amplia red de colaboradores y una flota de casi 500 camiones frigoríficos en constante renovación.",ESP,Albacete,Almansa,5A19A,P05,
TRECOOP FRUITES SCCL,https://www.trecoop.com,"Fresh Produce, Fresh fruits",trecoop@trecoop.com,,ESP,Lérida,Sudanell,6D02B,P06,
TRES ASES,,,daburto@tresases.com.ar,,ARG,,8324-CIPOLLETTI,4C20,,
"TRESFRUT,SL-NARANJAS ANDARIN",https://www.tresfrut.es,"Fresh Produce, Fresh fruits",jesus.fons@tresfrut.es,,ESP,Valencia,Gandía,3E19,P03,
TREVISUR SA,,,trevisur@trevisur.com.ar,,ARG,,1425 CIUDAD AUTONOMA DE BUENOS AIRE,4C20,,
Trimar Srl,,,sales@trimar.it,,ITA,,34133-Trieste,4A01,,
TRIPLEF FRUIT B.V.,,,sales@apnclearing.com,,NLD,,4191 PN-Geldermalsen,6C12,,
TRIVIO EUROPE,,"Ecorganic Market, Fresh Produce",logistics@trivioeu.com,,ESP,Madrid,Madrid,8A03,P08,
TRI-WALL CIRCULAR,https://tri-wallcircular.com,,becerra@tri-wall.com,"Tri-Wall Circular optimise your global supply chain through innovative returnable plastic containers, continuosly delivering efficeiencies through reducing costs and the environmental impact of your supply chain",USA,Michigan,Romulus,4E42,P04,
TROCIFRUIT,,"Fresh Produce, Fresh fruits",fruvecom@gmail.com,,COL,,250001-Chia,4E35,P04,
TROPI WANDA LTD,,,clodejean123@gmail.com,,RWA,,0788305256-KIGALI,4E25,,
TROPICAL MILLENIUM BY BAIKA,www.tropicalmillenium.com,"Fresh Produce, Fresh fruits",m.gallardo@tropicalmillenium.com,,ESP,Málaga,Vélez-Málaga,10D19,P10,
TROPICAL PARADISE FRUITS,https://tropicalparadisefruits.com/,,vchaves@tropicalparadisefruits.com,"Farm and processing plant dedicated to deliver the best pineapple products:
Fresh Green Pineapples
Juices and Concentrated
IQF ",CRI,Alajuela/San Carlos,50001-SAN CARLOS,4D18,,
TROPICALES DEL VALLE COSTA RICA,,"Fresh Produce, Fresh fruits",mnuno@tropicalesdelvalle.com,,ESP,Madrid,Hoyo de Manzanares,4C21,P04,
TROPICO SPAIN,https://www.tropicospain.com,"Fresh Produce, Fresh fruits",oramirez@exceltrop.es,,ESP,Málaga,Vélez,10F09,P10,
"TROPICSUR SUBTROPICALES, S.L.",,"Fresh Produce, Fresh fruits",info@tropicsur.es,,ESP,Málaga,Alhaurín el Grande,10A05,P10,
TROPIGOLD SAS,http://www.tropi-gold.com,,compras@tropi-gold.com,"
El sabor, el color y la dulzura del campo colombiano y la calidez y alegría de su gente, merecen ser conocidos y reconocidos por el mundo, con ese sueño nació Tropigold, una empresa colombiana que no conoce de fronteras porque llega a cada rincón del territorio. nacional, donde las manos de nuestros campesinos recolectan el más delicioso fruto que dan nuestras tierras y tras un proceso minucioso, delicado, natural y apasionado, venta hacia todas las partes parte del mundo conquistando paladares, gustos y exigencias que enamoran y enaltecen el nombre de nuestro pais.  

The flavor, color and sweetness of the Colombian countryside, the quality and joy of our people deserve to be known and recognized globally, with that dream Tropigold was born, a Colombian company that knows no limits because it reaches every corner of the world, where the hands of our farmers collect the most delicious fruits that our lands provide and after a meticulous, delicate, natural and passionate process, it travels all around conquering palates, tastes and then influences you to fall in love and elevate the name of our country.
 
FRUTA FRESCA EXOTICA Y TROPICAL: 
* Aguacate Chocket* Aguacate Hass* Aguacate Lorena* Aguacate Santana* Aguacate semil* Arándanos* Breva* Carambolo* Curuba* Feijoa* Granadilla* Guanabana* Guayaba* Gulupa* Higo* Lulo* Mango de Azucar* Mango Kent* Mango Nan Dok Mai* Mango Tommy* Mango YULIMA* Mangostino* Maracuya* Níspero* Papaya* Pepino melón* Physalis* Piña* Pitahaya* Pitahaya Dragon* Rambután* Tamarillo* Zapote",COL,BOGOTA D.C.,BOGOTA D.C.,4D04,,
TROPS,https://www.trops.es,"Fresh Produce, Fresh fruits",scobos@trops.es,"En TROPS somos expertos en frutas tropicales desde hace más de 40 años y conocemos bien la importancia y cuidado de cada fase de la vida del aguacate y el mango.
La exigencia y compromiso con la calidad nos lleva a integrar dentro de la compañía todo el proceso y así poder garantizar la calidad premium de sus productos. El control desde la producción, recolección, envasado, comercialización y distribución, nos permite tener una gestión 360 de todo el proceso, y garantizar al consumidor un producto de alta calidad,exquisito sabor y listo para comer.",ESP,Málaga,Vélez-Málaga,10E02,P10,
TSOLAS FRUIT S.M.P.C.,https://tsolasfruit.gr,,info@tsolasfruit.gr,Kiwi and citrus export company,GRC,,47042-ARTA,10C09,,
TÜMEN TARIM,,,kerem@tumen-tarim.com,,TUR,,33010-MERSİN,2C01,,
TURKISH,,"Fresh Food Logisitcs, Refrigerated transport and cold chain equip.",j.rey@ecsgroup.aero,,ESP,Madrid,Madrid,4A07,P04,
UDAPA SOCIEDAD COOPERATIVA,https://www.udapa.com,"Fresh Produce, Fresh vegetables",marketing@udapa.com,,ESP,Álava,Vitoria,10G06,P10,
UFG United Fruit Growers,https://unitedfruitgrowers.eu/,"Fresh Produce, Fresh fruits",jon@unitedfruitgrowers.eu,"United Fruit Growers, fresh berries all year round!
UFG (United Fruit Growers) is a berry business working with growers worldwide to deliver fruit directly to retailers across central Europe and the UK for 52 weeks a year. Berries grown globally and packed locally.  
With 20 years of berry expertise, we supply strawberries, blueberries, blackberries, and raspberries via a transparent and sustainable supply chain. Our network of growers in the main production regions across the UK, Europe, Africa, Mexico, and Central and Southern America are fully accredited and experienced in supplying the retail sector.
Our growers harvest their fruit at just the right time to suit the supply chain, overseen by our local offices. They handle the fruit with care to enhance its shelf life; picking fresh, chilling fast, and despatching daily.  All the fruit is fully traceable and certified to the latest protocols.
UFG sources their berries direct from the farm, transporting the fruit under temperature-controlled conditions. Using air, sea, and/or road, we transport the berries to one of our partner packhouses located across Europe. This ensures consistent quality, flexibility for local retailers and daily deliveries.
On arrival in one of our partner packhouses, the fruit is quality checked and packed, using either the customer’s own label or branded labelling. Next, the berries are distributed locally to retail and food service customers across Europe who enjoy a consistent, sustainable, and reliable service.
Our growers have a vision for long-term sustainability and we proactively respond to expected climate related challenges by developing and working with future berry sourcing regions.
We work collaboratively to develop new varieties of berries with our growers and share expertise between us to deliver the strongest and most suitable varieties for each country and its regions.
Berries grown globally and packed locally.
Together we’re better!",GBR,Kent,Maidstone,8A25,P08,
UIPA VITTORIA,,"Fresh Produce, Fresh fruits",stampauipa@gmail.com,,ITA,,97019 Vittoria-Ragusa,3B20,P03,
ULINK AGRITECH PRIVATE LIMITED,,"Fresh Produce, Fresh fruits",kalpesh.khivasara@inifarms.com,,IND,,400072-Mumbai,4B30A,P04,
ULMA,https://www.ulmaagricola.com,,info@ulmaarchitectural.com,,ESP,Guipúzcoa,OÑATI,7D24,,
ULMA PACKAGING,https://www.ulma.com,"Auxiliary Industry, Packaging and labelling",iyaniz@ulmapackaging.com,,ESP,Guipúzcoa,Oñati,10E30,P10,
UNAPROA Scarl,,"Fresh Produce, Fresh fruits",info@unaproa.com,,ITA,,Roma,3B09,P03,
UNEXPORT,https://www.unexport.es,"Fresh Produce, Fresh fruits",,,ESP,Murcia,La Hoya de Lorca,7C01,P07,
UNI Robotics brand of UNITEC,,"Auxiliary Industry, Seeds, Preharvest, Packaging and labelling, Services, Fertilisers, agro nutrients and plant protection, Transport & logistics, Postharvest, Point of sale, Organizations and Associations, Smart Agro, Media, Biotech",marketing@unitec-group.com,,,,,7B23,7,
UNIBAN/TURBANA,https://www.uniban.com,"Fresh Produce, Fresh fruits",alizarazo@uniban.com.co,,COL,,050015-Medellín,10C19,P10,
UNICA,https://www.unicafresh.es,"Fresh Produce, Fresh fruits",nangelike@unicafresh.es,,ESP,Almería,Almería,9D03,P09,
UNIDATA,https://unidata.es,"Innova&Tech, Smart Agro",ricardo.laborda@universaldata.es,"Grupo Unidata lleva más de 25 años ayudando a las empresas en sus procesos de transformación digital y mejora de la competitividad. Somos más de 100 profesionales con presencia en Murcia, Cartagena, Almería, Valencia y Madrid. Somos además partner certificado de AHORA.
Personalizamos nuestras soluciones, basadas en estándares, para cubrir el 100% de las necesidades de nuestros clientes, aportando sistemas de gestión y planificación empresarial (ERP, SGA, SAT, CRM, EMS), monitorización de líneas de producción (Manufacturing Analytics), inteligencia empresarial (BI), movilidad (APPs), sistemas de control de presencia e infraestructuras de sistemas (hardware y software de sistemas, elementos de red y ofimática).
A lo largo de los años nuestra apuesta por la investigación, el desarrollo y la innovación, y nuestra capacidad para adaptar los estándares a cada caso particular nos han permitido implantar con éxito y conocer con gran nivel de detalle la lógica de procesos de algunos entornos muy exigentes. Gracias a ello hoy día también disponemos de verticales para sectores específicos: agroalimentario, agroquímico, alquiler de maquinaria, proyectos y obras, instalaciones y mantenimiento (SAT), manufactura de cafés e infusiones, reciclaje de aceite para hostelería y notarías.
Actualmente más de 4.000 clientes satisfechos y más de 500 redes informáticas operativas en toda España nos avalan.",ESP,Madrid,Madrid,1B08B,P01,
UNIFRUIT FRESH INTERNATIONAL S.A.,,,rramirez@unifruitfresh.com,,CRI,,"10301-San José,",4C18,,
UNIQ,https://www.afco.es,"Auxiliary Industry, Packaging and labelling",pisayeva@afco.es,,ESP,Madrid,Madrid,3C25,P03,
UNITEC IBÉRICA,,,uniteciberica@unitec-group.com,,ESP,Murcia,San Ginés,7C23,,
UNITEC SPA,https://www.unitec-group.com,"Auxiliary Industry, Postharvest",sofia.minghetti@unitec-group.com,UNITEC desde hace 100 años. Múltiples soluciones innovadoras y patentadas para la clasificación y el proceso de frutas y hortalizas.​,ITA,LUGO,Lugo,7C23,P07,
UNITED HORUS FOR AGRICULTURAL CROPS,,"Fresh Produce, Fresh fruits, Fresh vegetables",nuran.ibrahim@unitedhorus.com,,EGY,,643534-Cairo,4A42,P04,
UNITED SALT EGYPT,,,unitedsalteg@yahoo.com,,EGY,,54543-Cairo,4E14C,N04I,
Upala Agrícola S.A.,https://upalagricola.com,,jmadrigal@upalagricola.com,"Upala Agrícola es una empresa agroindustrial con sede en la región noreste de Costa Rica, en el cantón de Upala, Alajuela. 
Nuestros campos abarcan más de 3.700 hectáreas, de las cuales 1.900 se dedican a la producción de piña fresca y el resto se reserva para la conservación. 
La marca UPALA GOLD® es un socio confiable en diversos mercados, ofreciendo a los clientes un producto de alta calidad que les ayuda a desarrollar su mercado.",CRI,Alajuela.,21307-Upala,4D18,,
Urbinati srl,https://www.urbinati.com,,info@urbinati.com,"Urbinati is a manufacturer of automated machinery for nurseries. The Company has always been operating in the horto-floro and forestry business, reaching really high technological standards. Designers and technicians are focused on delivering the highest level of services  and support to the customers, both before and after purchase. 
The whole machines' range is manufactured inside of our headquarter and thanks to very skilled Partners based across the globe, we can grant our presence in over 100 countries, reaching out all nursery growers.
Choosing Urbinati solutions means investing in professionalism and future vision, where automated solutions are the cornerstone of achieving better, more efficient, and safer work.
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Urbinati es una empresa productora de maquinaria automatizada para viveros. La Empresa siempre ha estado operando en el negocio horto-floro y forestal, alcanzando estándares tecnológicos muy altos. Los diseñadores y técnicos se centran en ofrecer el más alto nivel de servicios y soporte a los clientes, tanto antes como después de la compra. 
Toda la gama de máquinas se fabrica dentro de nuestra sede y gracias a los socios muy cualificados basados en todo el mundo, podemos garantizar nuestra presencia en más de 100 países.
Elegir las soluciones de Urbinati significa invertir en profesionalidad y visión de futuro, donde las soluciones automatizadas son la piedra angular para lograr un trabajo mejor, más eficiente y más seguro.",ITA,Forlì-Cesena,47030 SAN MAURO PASCOLI (FC),10D22,,
Urfruit B.V.,,,d.rouwen@urfruit.nl,,NLD,,7251AB-Vorden,6D08,,
UR-SA PLASTIC PACKAGING TEXTILE INC CO,,,export@ursa.com.tr,,TUR,,01350-ADANA,2A07,,
URUGUAY FRUITS,,"Fresh Produce, Fresh fruits",marta.bentancur@gmail.com,"La Union de productores y exportadores de frutas de Uruguay, UPEFRUY, es la asociacion mas importante del país, representando más del 95% de las exportaciones de frutas. Constituye la herramienta estratégica para posicionar al pais en el mundo y sobre la base de una simbiosis público privada destacada.
La integran productores con amplia experiencia en el negocio internacional y con alta tecnología de campo y postcosecha que nos permiten llegar a los más exigentes mercados y clientes del mundo.
Nuestros principales mercados son Europa y Estados Unidos de América ero tambien llegamos a Asia y Medio Oriente con naranjas, mandarinas y limones de alta calidad.
Nuestras frutas estan certificadas con los estandares internacionales que avalan una produccion responsable y sostenible, atendiendo las crecientes exigencias tanto en lo ambiental como en lo social, destacando el posicionamiento de Uruguay como pais destacado or sus indices de cumplimiento con los objetivos sostenibles de Naciones Unidas.",URY,MONTEVIDEO,Montevideo,4E05,P04,
V3-MANUPAL,https://www.v3-manupal.be/paletterie/palox,"Auxiliary Industry, Packaging and labelling",paletterie@v3-manupal.be,,BEL,Namur,5590-Achène,10G26A,P10,
VALENCIA FRUITS,https://www.valenciafruits.com,Media,raquel.fuertes@valenciafruits.com,,ESP,Valencia,Valencia,5A03,N05I,
VALENTE IBERICA,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",elisa.mazzucato@valentepali.com,,ESP,Barcelona,Sant Cugat del Vallés,6D18,P06,
VALGENETICS,,"Innova&Tech, Biotech Attraction ",comercial@valgenetics.com,,ESP,Valencia,Valencia,1B03B,P01,
VALLFRUT,,"Fresh Produce, Fresh fruits",manuel.malo@vallfrut.com,"La producción y comercialización de cítricos de calidad de nuestros socios productores es el objetivo de la Cooperativa. Las instalaciones y los campos de Vallfrut están preparados hasta el último detalle para poder producir cítricos que lleguen al consumidor en las mejores condiciones y con una calidad impecable. Especialistas en mandarinas y clementinas. Colaboradores del proyecto nuleta, de puesta en valor de la clementina clemenules de la comarca de la Plana de Castellón.
vallfrut.com",ESP,Castellón,La Vall D'Uxó,3C18C,P03,
VAL'PRIM,,,marketing@valprim.fr,,FRA,,49160-Longué-jumelles,6A14A,,
Van Der Plas Sprouts,,,eva@vanderplassprouts.nl,,NLD,,1721 PT-Broek op Langedijk,6D10,,
Van der Valk Horti Systems,https://www.valkhortisystems.com/en,"Auxiliary Industry, Preharvest",info@valkhortisystems.com,"System supplier since 1963Van der Valk Horti Systems has been a household name in greenhouse horticulture for many years. In fact, we are the world’s only specialist company to focus exclusively on the development and production of ventilation mechanisms and screen materials for protected cultivation. With our unique systems, we contribute significantly to moving worldwide horticulture towards sustainability.
What we doGreenhouses are only getting bigger and more complex. And the thousands of components are, consequently, increasingly hard to access for maintenance. That means that you have to be able to trust them blindly. With this in mind, we at Van der Valk Horti Systems go to extremes in each and every one of our developments.
After all, developing new products and systems is one of our core activities. Truly every single component stands out for its own specific well thought-out details. On top of that, we will only put our name to products that have been tested thoroughly and approved before they are installed in your greenhouse. Van der Valk Horti Systems, your insurance policy for business continuity.",NLD,,2681 LP-Monster,9A25A,N09K,
Vario System,https://www.variosystem.it/it/,,backoffice@plastical.it,"Vario System is the innovative range of products and accessories specifically designed to achieve the best protection of your orchard in terms of quality, reliability and technology.
We design and supply protective systems for hail, rain, dust, sunlight, insects, birds, offering turnkey solutions for proactive protection systems (agronomic consulting, orchard study and planning, and supply of all materials). 
+ 20 years of industry experience, + 23 countries served in the world, thousands of hectares covered each year
We also patented the BI-MATERIAL PLAQUETTE, the first one, made in Italy, that combines in a single co-molded body, the advantages of a premium choice nylon with the added value of the rubber thus providing an accessory capable of preventing the breakage of the net in its most delicate parts and ensuring a greater resistance to external stresses (heavy rain).  ",ITA,,40057 -BOLOGNA,10D22,,
VARVARESOS FRESHNES,,,vaggelis@freshnes.gr,,GRC,,18233-ATHENS,10E14,,
VASAKI,https://www.vasakiberica.com,"Fresh Produce, Fresh fruits",celiasanchez@vasaki.es,,ESP,Murcia,Lorca,7E13A,P07,
VEG KING POLAND,,"Fresh Produce, Fresh vegetables",kamila@vegking.com,,POL,,02-366-Warszawa,5E12,P05,
VEGANIC NATURE,www.veganicnature.com,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",info@veganicnature.com,,ESP,Valencia,La Pobla de Vallbona,3B27,P03,
VEGAVEL,,"Fresh Produce, Fresh vegetables",info@vegavel.es,,ESP,Castellón,Castellón,3D18,P03,
